Id_answer,OwnerUserId_answer,CreationDate_answer,ParentId,Score_answer,Body_answer,Id_question,OwnerUserId_question,CreationDate_question,ClosedDate,Score_question,Title,Body_question
6701188,272520.0,2011-07-14 23:32:56+00:00,6699360,62,"Retrieve an object using the tutorial shown in the Flask-SQLAlchemy documentation. Once you have the entity that you want to change, change the entity itself. Then, db.session.commit().
For example:

admin = User.query.filter_by(username='admin').first()
admin.email = 'my_new_email@example.com'
db.session.commit()

user = User.query.get(5)
user.name = 'New Name'
db.session.commit()

Flask-SQLAlchemy is based on SQLAlchemy, so be sure to check out the SQLAlchemy Docs as well.
",6699360,845313.0,2011-07-14 20:11:36+00:00,,37,Flask-SQLalchemy update a row's information,"How can I update a row's information? 
For example I'd like to alter the name column of the row that has the id 5. 
"
3148251,276101.0,2010-06-30 10:15:33+00:00,3148240,84,"You seem to have misunderstood how character classes definition works in regex.
To match any of the strings 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, or 12, something like this works:
0[1-9]|1[0-2]

References

regular-expressions.info/Character Classes

Numeric Ranges (have many examples on matching strings interpreted as numeric ranges)



Explanation
A character class, by itself, attempts to match one and exactly one character from the input string. [01-12] actually defines [012], a character class that matches one character from the input against any of the 3 characters 0, 1, or 2.
The - range definition goes from 1 to 1, which includes just 1. On the other hand, something like [1-9] includes 1, 2, 3, 4, 5, 6, 7, 8, 9.
Beginners often make the mistakes of defining things like [this|that]. This doesn't ""work"". This character definition defines [this|a], i.e. it matches one character from the input against any of 6 characters in t, h, i, s, | or a. More than likely (this|that) is what is intended.
References

regular-expressions.info/Brackets for Grouping and Alternation with the vertical bar


How ranges are defined
So it's obvious now that a pattern like between [24-48] hours doesn't ""work"". The character class in this case is equivalent to [248].
That is, - in a character class definition doesn't define numeric range in the pattern. Regex engines doesn't really ""understand"" numbers in the pattern, with the exception of finite repetition syntax (e.g. a{3,5} matches between 3 and 5 a).
Range definition instead uses ASCII/Unicode encoding of the characters to define ranges. The character 0 is encoded in ASCII as decimal 48; 9 is 57. Thus, the character definition [0-9] includes all character whose values are between decimal 48 and 57 in the encoding. Rather sensibly, by design these are the characters 0, 1, ..., 9.
See also

Wikipedia/ASCII


Another example: A to Z
Let's take a look at another common character class definition [a-zA-Z]
In ASCII:

A = 65, Z = 90
a = 97, z = 122

This means that:

[a-zA-Z] and [A-Za-z] are equivalent
In most flavors, [a-Z] is likely to be an illegal character range

because a (97) is ""greater than"" than Z (90)

[A-z] is legal, but also includes these six characters:

[ (91), \ (92), ] (93), ^ (94), _ (95), ` (96)


Related questions

is the regex [a-Z] valid and if yes then is it the same as [a-zA-Z]

",3148240,377469.0,2010-06-30 10:14:28+00:00,,28,Why doesn't [01-12] range work as expected?,"I'm trying to use the range pattern [01-12] in regex to match two digit mm, but this doesn't work as expected.
"
19957452,1574004.0,2013-11-13 15:17:18+00:00,19957280,101,"'Best' way to declare a module
As angular is on the global scope itself and modules are saved to its variable you can access modules via angular.module('mymod'):
// one file
// NOTE: the immediately invoked function expression 
// is used to exemplify different files and is not required
(function(){
   // declaring the module in one file / anonymous function
   // (only pass a second parameter THIS ONE TIME as a redecleration creates bugs
   // which are very hard to dedect)
   angular.module('mymod', []);
})();


// another file and/or another anonymous function
(function(){   
 // using the function form of use-strict...
 ""use strict"";
  // accessing the module in another. 
  // this can be done by calling angular.module without the []-brackets
  angular.module('mymod')
    .controller('myctrl', ['dep1', function(dep1){
      //..
    }])

  // appending another service/controller/filter etc to the same module-call inside the same file
    .service('myservice', ['dep2', function(dep2){ 
    //... 
    }]);

  // you can of course use angular.module('mymod') here as well
  angular.module('mymod').controller('anothermyctrl', ['dep1', function(dep1){
      //..
  }])
})();

No other global variables are required.
Of course it depends all on preferences, but I think this is kind of the best practise, as 

you don't have to pollute the global scope
you can access your modules everywhere and sort them and their functions into different files at will
you can use the function-form of ""use strict"";
the loading order of files does not matter as much

Options for sorting your modules and files
This way of declaring and accessing modules makes you very flexible. You can sort modules via function-type (like described in another answer) or via route, e.g.:
/******** sorting by route **********/    
angular.module('home')...
angular.module('another-route')...
angular.module('shared')...

How you sort it in the end is a matter of personal taste and the scale and type of the project.  I personally like to group all files of a module inside of the same folder (ordered into sub-folders of directives, controllers, services and filters), including all different test-files, as it makes your modules more reusable. Thus in middle-sized projects I end up with a base-module, which includes all basic routes and their controllers, services, directives and more or less complex sub-modules, when I think they could be useful for other projects as well,e.g.:
/******** modularizing feature-sets **********/
/controllers
/directives
/filters
/services
/my-map-sub-module
/my-map-sub-module/controllers
/my-map-sub-module/services
app.js
...

angular.module('app', [
  'app.directives',
  'app.filters',
  'app.controllers',
  'app.services',
  'myMapSubModule'
]);

angular.module('myMapSubModule',[
   'myMapSubModule.controllers',
   'myMapSubModule.services',
   // only if they are specific to the module
   'myMapSubModule.directives',
   'myMapSubModule.filters'
]);

For very big projects, I sometimes end up grouping modules by routes, as described above or by some selected main routes or a even a combination of routes and some selected components, but it really depends.
EDIT:
Just because it is related and I ran into that very recently again: Take good care that you create a module only once (by adding a second parameter to the angular.module-function). This will mess up your application and can be very hard to detect.
2015 EDIT on sorting modules:
One and a half year of angular-experience later, I can add that the benefits from using differently named modules within your app are somewhat limited as AMD still does not really work well with Angular and services, directives and filters are globally available inside the angular context anyway (as exemplified here). There is still a semantic and structural benefit though and it might be helpful being able to include/ exclude a module with a single line of code commented in or out.
It also almost never makes much sense to separate sub-modules by type (eg. 'myMapSubModule.controllers') as they usually depend on each other. 
",19957280,1313904.0,2013-11-13 15:10:39+00:00,,97,AngularJS best practices for module declaration?,"I have a bunch of Angular modules declared in my app.  I originally started declaring them using the ""chained"" syntax like this:
angular.module('mymodule', [])
    .controller('myctrl', ['dep1', function(dep1){ ... }])
    .service('myservice', ['dep2', function(dep2){ ... }])
    ... // more here

But I decided that wasn't very easy to read, so I started declaring them using a module variable like this:
var mod = angular.module('mymodule', []);

mod.controller('myctrl', ['dep1', function(dep1){ ... }]);

mod.service('myservice', ['dep2', function(dep2){ ... }]);
...

The second syntax seems a lot more readable to me, but my only complaint is that this syntax leaves the mod variable out in the global scope.  If I ever have some other variable named mod, it would be overridden with this next one (and other issues associated with global variables).
So my question is, is this the best way?  Or would it be better to do something like this?:
(function(){
    var mod = angular.module('mymod', []);
    mod.controller('myctrl', ['dep1', function(dep1){ ... }]);
    mod.service('myservice', ['dep2', function(dep2){ ... }]);
    ...
})();

Or does it even matter enough to care?  Just curious to know what the ""best practices"" are for module declaration.  Thanks in advance.
"
22359789,279516.0,2014-03-12 17:49:49+00:00,11055800,56,"If anyone is having this issue with VS 2013, there is a setting for this now. I just reset my VS settings and it started to complete my braces again. For me, it wasn't productivity power tools. You can turn it on/off here:

",11055800,190281.0,2012-06-15 17:52:04+00:00,,29,How to turn off brackets/quotes auto-completion in Visual Studio,"As it states in the title: how to I turn off brackets/quotes/curly braces autocompletion in MSVS? I'm interested in C# and XAML mostly but over text editors would be nice too.
EDIT:
Currently I'm using MSVS 11 with these extensions:

AnkhSVN
Concurrency Visualizer
PreEmptive Analytics Aggregator Visualizer
MSVS PerfWatson
VsGraphicsDebuggerPkg
Web Tooling Extensions

Most of them are pre-installed with msvs installation, imho because I don't remember installing them ;)
EDIT2:
I'm using msvs in this version: Version 11.0.50323.1 QRELB
EDIT3:
I found out the problem does not occur in currently available msvs11.
"
22273837,468244.0,2014-03-08 19:14:55+00:00,22273360,64,"In the current azure portal the deployment credentials can be set by going to App Services / select relevant item / in the APP DEPLOYMENT section / Deployment credentials / enter new credentials and save.
In the previous generation azure portal the deployment credentials can be set up by going to WEB APPS / select relevant item / DASHBOARD / Reset your deployment credentials.
Make sure you're specifying siteName\userName as your login name. The site name portion is required!
",22273360,187279.0,2014-03-08 18:31:26+00:00,,47,Connecting to Azure website via FTP,"What login credentials do I use to connect to the FTP site that is listed on the dashboard of my Azure?  I tried using the same credentials I use to log into Azure but this is failing.  TIA.
"
22757533,,2014-03-31 09:03:05+00:00,22757450,133,"Basically destroy runs any callbacks on the model while delete doesn't.
From the Rails API:

ActiveRecord::Persistance.delete

Deletes the record in the database and freezes this instance to reflect that no changes should be made (since they can't be persisted). Returns the frozen instance.
The row is simply removed with an SQL DELETE statement on the record's primary key, and no callbacks are executed.
To enforce the object's before_destroy and after_destroy callbacks or any :dependent association options, use #destroy.

ActiveRecord::Persistance.destroy

Deletes the record in the database and freezes this instance to reflect that no changes should be made (since they can't be persisted).
There's a series of callbacks associated with destroy. If the before_destroy callback return false the action is cancelled and destroy returns false. See ActiveRecord::Callbacks for further details.


",22757450,3383458.0,2014-03-31 08:58:54+00:00,,93,Difference between Destroy and Delete,"What is the difference between 
@model.destroy and @model.delete 
For example:
Model.find_by(col: ""foo"").destroy_all
//and
Model.find_by(col: ""foo"").delete_all

Does it really matter if I use the one or the other?
"
19771501,2377044.0,2013-11-04 15:48:18+00:00,16098430,311,"Instead of disabling caching for each single GET-request, I disable it globally in the $httpProvider: 
myModule.config(['$httpProvider', function($httpProvider) {
    //initialize get if not there
    if (!$httpProvider.defaults.headers.get) {
        $httpProvider.defaults.headers.get = {};    
    }    

    // Answer edited to include suggestions from comments
    // because previous version of code introduced browser-related errors

    //disable IE ajax request caching
    $httpProvider.defaults.headers.get['If-Modified-Since'] = 'Mon, 26 Jul 1997 05:00:00 GMT';
    // extra
    $httpProvider.defaults.headers.get['Cache-Control'] = 'no-cache';
    $httpProvider.defaults.headers.get['Pragma'] = 'no-cache';
}]);

",16098430,826610.0,2013-04-19 06:17:12+00:00,,183,Angular IE Caching issue for $http,"All the ajax calls that are sent from the IE are cached by Angular and I get a 304 response for all the subsequent calls . Though the request is the same, the response is not gonna be the same in my case. I wanna disable this cache. I tried adding the cache attribute to $http.get but still it didnt help. How can this issue be resolved?
"
24428458,467141.0,2014-06-26 10:47:22+00:00,24428250,226,"Try this one:
let uuid = NSUUID().UUIDString
print(uuid)

Swift 3
let uuid = UUID().uuidString
print(uuid)

",24428250,1256917.0,2014-06-26 10:35:18+00:00,,111,Generate a UUID on iOS from Swift,"In my iOS Swift app I want to generate random UUID (GUID) strings for use as a table key, and this snippet appears to work:
let uuid = CFUUIDCreateString(nil, CFUUIDCreate(nil))

Is this safe? 
Or is there perhaps a better (recommended) approach?
"
21872331,2047471.0,2014-02-19 06:00:49+00:00,2446270,64,"Try this, if you only want to change color:
RatingBar ratingBar = (RatingBar) findViewById(R.id.ratingBar);
LayerDrawable stars = (LayerDrawable) ratingBar.getProgressDrawable();
stars.getDrawable(2).setColorFilter(Color.YELLOW, PorterDuff.Mode.SRC_ATOP);

",2446270,216431.0,2010-03-15 10:06:38+00:00,,94,Android RatingBar change star colors,"How can i change the star colors and how can i change the size of the stars ?
"
11082703,22656.0,2012-06-18 12:18:39+00:00,11082640,53,"In cases where you're really okay with knowing the concrete class, there's no benefit. However, in many cases you want to be able to write code which only knows about the base class or interface.
For example, look at Iterables in Guava - that's a lot of methods which (mostly) don't care what implementation of Iterable is being used. Would you really want all that code separately for every implementation?
Where you can code to an abstract base class or an interface, you allow yourself to later use other implementations which share the same public API, but may have different implementations. Even if you only want a single production implementation, you may well want alternative implementations for testing. (The extent to which this applies very much depends on the class in question.)
",11082640,1321399.0,2012-06-18 12:14:49+00:00,2012-06-19 08:24:29+00:00,66,Benefit of Polymorphism,"When I started to look for the benefits of polymorphism, I found with this question here. But here I was unable to find my answer. Let me tell what I want to find. Here I have some classes:
class CoolingMachines{
    public void startMachine(){
        //No implementationion
    }
    public void stopMachine(){
        //No implementationion
    }
}

class Refrigerator extends CoolingMachines{
    public void startMachine(){
        System.out.println(""Refrigerator Starts"");
    }
    public void stopMachine(){
        System.out.println(""Refrigerator Stop"");
    }
    public void trip(){
        System.out.println(""Refrigerator Trip"");
    }
}

class AirConditioner extends CoolingMachines{
    public void startMachine(){
        System.out.println(""AC Starts"");
    }
    public void stopMachine(){
        System.out.println(""AC Stop"");
    }
}

public class PolymorphismDemo {
    CoolingMachines cm = new Refrigerator();
    Refrigerator rf = new Refrigerator();
}

Now here I created two objects in the Demo class and are references of Refrigerator. I have completely understood that from the rf object I am able to call the trip() method of Refrigerator, but that method will be hidden for the cm object. Now my question is why should I use polymorphism or why should I use
CoolingMachines cm = new Refrigerator();

when I am OK with
Refrigerator rf = new Refrigerator();

Is polymorphic object's efficiency is good or light in weight? What is the basic purpose and  difference between both of these objects? Is there any difference between cm.start(); and rf.start()?
"
2006694,72544.0,2010-01-05 14:43:52+00:00,237310,192,"For iPhone 3.0+, a basic crossfade is easiest to do like this:
modalViewController.modalTransitionStyle = UIModalTransitionStyleCrossDissolve;
[[self navigationController] presentModalViewController:modalViewController
                                               animated:YES];

",237310,22471.0,2008-10-26 01:09:31+00:00,,67,How can I change the animation style of a modal UIViewController?,"I'm currently displaying a UIViewController like this:
[[self navigationController] presentModalViewController:modalViewController animated:YES];

and hiding it like this:
[self.navigationController dismissModalViewControllerAnimated:YES];

The animation is ""slide up from the bottom""... then slide back down.  How can I change the animation style?  Can I made it fade in/out?
Cheers!
"
227217,5486.0,2008-10-22 19:31:49+00:00,227140,55,"A similar question was asked on Joel on Software a while back.  You can use the System.Speech.Recognition namespace to do this...with some limitations.  Add System.Speech (should be in the GAC) to your project.  Here's some sample code for a WinForms app:
public partial class Form1 : Form
{
  SpeechRecognizer rec = new SpeechRecognizer();

  public Form1()
  {
    InitializeComponent();
    rec.SpeechRecognized += rec_SpeechRecognized;
  }

  void rec_SpeechRecognized(object sender, SpeechRecognizedEventArgs e)
  {
    lblLetter.Text = e.Result.Text;
  }

  void Form1_Load(object sender, EventArgs e)
  {
    var c = new Choices();
    for (var i = 0; i <= 100; i++)
      c.Add(i.ToString());
    var gb = new GrammarBuilder(c);
    var g = new Grammar(gb);
    rec.LoadGrammar(g);
    rec.Enabled = true;
  }

This recognizes the numbers from 1 to 100, and displays the resulting number on the form.  You'll need a form with a label called lblLetter on it.
System.Speech only works with a pre-defined list of words or phrases; it's not exactly NaturallySpeaking, either in versatility or in recognition quality.  But you don't have to train it to the user's voice, and if you only have a few different things the user can say, it works reasonably well.  And it's free!  (if you have Visual Studio)
It won't work well if you use very short phrases; I made a program for my kid to say letters of the alphabet and see them on-screen, but it doesn't do that well since many of the letters sound alike (especially from the mouth of a four-year-old).
As for more flexible options...well, there's the aforementioned NaturallySpeaking, which has an SDK.  But you have to contact sales to get any sort of access to it, and no pricing is listed, so it comes across as one of those ""How much does it cost?  Well, how much have you got?"" kind of things.  There doesn't seem to be a ""download and play around with it"" option.  :(
As for text-to-speech, System.Speech.Synthesis does this.  It's even easier than the speech recognition.  I wrote a small program to let me type, hit Enter, and read the text aloud.  My four-year-old gets mesmerized by it.  :)  (""Daddy, I wanna tawk to da wobot."")
",227140,6389.0,2008-10-22 19:04:15+00:00,,51,C# Speech Recognition - Is this what the user said?,"I have need to write an application which uses a speech recognition engine -- either the built in vista one, or a third party one -- that can display a word or phrase, and recognise when the user reads it (or an approximation of it).  I also need to be able to switch quickly between languages, without changing the language of the operating system.
The users will be using the system for very short periods.  The application needs to work without the requirement of first training the recognition engine to the users' voices.
It would also be fantastic if this could work on Windows XP or lesser versions of Windows Vista.
Optionally, the system needs to be able to read information on the screen back to the user, in the user's selected language.  I can work around this specification using pre-recorded voice-overs, but the preferred method would be to use a text-to-speech engine.
Can anyone recommend something for me?
"
829138,13018.0,2009-05-06 11:24:56+00:00,829080,218,"If you look under the hood the QueryString property is a NameValueCollection. When I've done similar things I've usually been interested in serialising AND deserialising so my suggestion is to build a NameValueCollection up and then pass to:
using System.Web;
using System.Collections.Specialized;

private string ToQueryString(NameValueCollection nvc)
{
    var array = (from key in nvc.AllKeys
        from value in nvc.GetValues(key)
        select string.Format(""{0}={1}"", HttpUtility.UrlEncode(key), HttpUtility.UrlEncode(value)))
        .ToArray();
    return ""?"" + string.Join(""&"", array);
}

Possibly I could've formatted that better :)
I imagine there's a super elegant way to do this in LINQ too...
",829080,2892.0,2009-05-06 11:02:17+00:00,,340,How to build a query string for a URL in C#?,"A common task when calling web resources from a code is building a query string to including all the necessary parameters. While by all means no rocket science, there are some nifty details you need to take care of like, appending an & if not the first parameter, encoding the parameters etc.
The code to do it is very simple, but a bit tedious:
StringBuilder SB = new StringBuilder();
if (NeedsToAddParameter A) 
{ 
  SB.Append(""A=""); SB.Append(HttpUtility.UrlEncode(""TheValueOfA"")); 
}

if (NeedsToAddParameter B) 
{
  if (SB.Length>0) SB.Append(""&""); 
  SB.Append(""B=""); SB.Append(HttpUtility.UrlEncode(""TheValueOfB"")); }
}

This is such a common task one would expect a utility class to exist that makes it more elegant and readable. Scanning MSDN, I failed to find one—which brings me to the following question:
What is the most elegant clean way you know of doing the above?
"
2903845,233651.0,2010-05-25 10:40:23+00:00,2279000,71,"It's simple Ctrl + C ; Ctrl + V , check this 
link. As long as you don't select any text, this will duplicate the line the cursor is over when you press Ctrl+C.
",2279000,112104.0,2010-02-17 07:35:04+00:00,,194,Visual Studio : short cut Key : Duplicate Line,"Is there a shortcut for Duplicate Line command in Visual Studio 2008?
Some similar examples:

in Notepad++, I can duplicate the current line with: Ctrl+D
in EditPlus: Ctrl+J
in NetBeans: Ctrl+Shift+↓/↑
in Eclipse, Ctrl+Alt+↓/↑
in Vi/Vim, yyp
etc.

"
16956062,492513.0,2013-06-06 07:24:07+00:00,16955980,191,"You should be able to rebase your branch on master:
git checkout feature1
git rebase master

Manage all conflicts that arise. When you get to the commits with the bugfixes (already in master), git will say that there were no changes and that maybe they were already applied. You then continue the rebase (while skipping the commits already in master) with
git rebase --skip

If you perform a git log on your feature branch, you'll see the bugfix commit appear only once, and in the master portion.
",16955980,61855.0,2013-06-06 07:18:57+00:00,,309,Git merge master into feature branch,"Lets say we have the following situation in git:

A created repository:
mkdir GitTest2
cd GitTest2
git init

Some modifications in the master take place and get commited.
echo ""On Master"" > file
git commit -a -m ""Initial commit""

Feature1 branched off master and some work is done:
git branch feature1
git checkout feature1
echo ""Feature1"" > featureFile
git commit -a -m ""Commit for feature1""

Meanwhile, a bug is discovered in the master-code and a hotfix-branch is established
git checkout master
git branch hotfix1
git checkout hotfix1

The bug is fixed in the hotfix branch and merged back into the master (perhaps after a pull request/code review):
echo ""Bugfix"" > bugfixFile
git commit -a -m ""Bugfix Commit""
git checkout master
git merge --no-ff hotfix1

Development on feature1 continues:
git checkout feature1


Now my question: Say I need the hotfix in my feature branch, maybe because the bug also occurs there. How can I achieve this without duplicating the commits into my feature branch? I want to prevent to get two new commits on my feature branch which have no relation to the feature implementation. This especially seems important for me if I use Pull Requests: All these commits will also be included in the Pull Request and have to be reviewed although this has already been done (as the hotfix is already in the master).
I can not do a git merge master --ff-only: ""fatal: Not possible to fast-forward, aborting."", but I am not sure if this helped me.   
"
1462568,1925.0,2009-09-22 20:58:17+00:00,1462360,148,"You don't need JavaScript for this.
Some CSS would do it. Here is an example:


<html>
  <style type=""text/css"">
    .section { background:#ccc; }
    .layer { background:#ddd; }
    .section:hover img { border:2px solid #333; }
    .section:hover .layer { border:2px solid #F90; }
  </style>
</head>
<body>
  <div class=""section"">
    <img src=""myImage.jpg"" />
    <div class=""layer"">Lorem Ipsum</div>
  </div>
</body>
</html>



",1462360,124962.0,2009-09-22 20:22:45+00:00,,62,"CSS: Hover one element, effect for multiple elements?","I'm looking for method for my hovering issue.
<div class=""section"">

<div class=""image""><img src=""myImage.jpg"" /></div>

<div class=""layer"">Lorem Ipsum</div>

</div>

Now, both classes (image and layer) has borders, both have different color for normal and hover.
Is there way to make so if I hover layer class, both layer and image class hovering border color is active? And vise versa?
"
8524609,104458.0,2011-12-15 18:06:41+00:00,8523330,78,"P2P connectivity in a nutshell. Assume we're talking about UDP here.  The steps below can also be applied to TCP with some adjustments.

Enumerate all your local IP addresses (usually only 1).  Create a UDP socket on a given port number** for each adapter with an IP address.
For each socket created in step 1, contact a STUN or TURN server with that same socket to discover your external IP address and to discover what the internal port number maps to outside of the NAT (it's not always the same port value).  That is, your local address 192.168.1.2:4900 might be 128.11.12.13:8888 to the outside world.  And some NATs don't always use the same port mapping when using the same local port to other IP addresses.  TURN will also provide you a ""relay address"".  You can also use UPNP to get a port mapped address directly from your router, if it supports that protocol.
Through a rendezvous service (SIP, XMPP, instant message, web service, email, cups with strings), publish your address candidate list to a service or send a notification to the other client that says, ""hey, I want to connect with you"".  This message includes all the ""address candidates"" (ip and port pairs) collected in steps 1 and 2.
The remote client, upon receiving the invite to connect, performs step 1 and 2 above as well.  Then sends back his candidate list through the same channel that he received the inviter's candidate list on.
Hole punching step. Both clients, start sending test messages over UDP to the other side's address candidates and listening for the same messages on their end. Whenever a messages is received, reply back to the address from which it came. Eventually, the clients will discover that they have a pair of addresses that they can reliably send datagrams too. Typically, one endpoint makes the final decision on which address pair (sockets) to communicate with and the protocol facilitates this endpoint telling the other endpoint this decision.

**- usually best to not to rely on a well known port for P2P clients.  Because two clients behind the same NAT or firewall would not likely be able to use your software at the same time.
Here is a quick summary of some technologies to explore.
STUN - Is a simple server and protocol for clients behind a NAT/route to discover what their external IP and port mappings are.
TURN is an expansion to STUN, but supports relaying for P2P connectivity scenarios where firewalls and NATs prevent direct connections.
ICE is a set of steps by which STUN and TURN are used for setting up a P2P connection. ICE is a formal protocol for steps 1-5 above. Two excellent set of slides on ICE are here and here.
WebRTC is a variant of the ICE standard as well as a reference library for make P2P sessions with STUN and TURN.
UPNP + Internet Gateway Device Protocol - Some routers support this for hosts to automatically obtain port mappings.
libnice is an open source C library for Linux (and might work on windows) that implements ICE.
libjingle is another ICE implementation (in C++) from Google. For Windows and Linux.
PJNATH is a library within the PJSIP suite of coding libraries. It is a good implementation of an ICE stack (C code) and has been ported to a lot of platforms. (Windows, Linux, Mac, iOS, Symbian, and soon Android).
And finally, I have a blatant plug for you to use my STUN server code base.
",8523330,277553.0,2011-12-15 16:27:33+00:00,,24,Programming P2P application,"I am writing a custom p2p program that runs on port 4900. In some cases when the person is behind a router, this port is not accessible from the internet. 
Is there an automatic way of enabling the access to the port from the internet. I am not really sure of how other p2p applications work. 
Can anyone please throw some light on this?
"
2186406,230212.0,2010-02-02 18:02:27+00:00,2186290,91,"As it stands, there is no 'autocomplete off' attribute in CSS. However, html has an easy code for this:
<input type=""text"" id=""foo"" value=""bar"" autocomplete=""off"" />

If you're looking for a site-wide effector, an easy one would be to simply have a js function to run through all 'input' s and add this tag, or look for the corresponding css class / id.
The autocomplete attribute works fine in Chrome and Firefox (!), but see also Is there a W3C valid way to disable autocomplete in a HTML form?
",2186290,233868.0,2010-02-02 17:44:00+00:00,,52,Disable autocomplete via CSS,"Is it possible to use CSS to disable autocomplete on a form element (specifically a textfield)?
I use a tag library which does not permit the autocomplete element and I would like to disable autocomplete without using Javascript.
"
11469404,193744.0,2012-07-13 11:15:12+00:00,3232530,94,"In XCode 4.4 the following sequence works:
Cmd + Ctrl + ←
and it operates on a file level.
",3232530,225240.0,2010-07-12 21:47:01+00:00,,30,XCode History (back/forward) Keyboard Shortcut?,"Back Arrow Broken In XCode?
Is there  keyboard command to go back/forward one file at a time.
XCode 3.2 changed the behavior of Cmd-Opt <-- and -->. As noted in another question, they do not operate on a file level like in previous versions of XCode, but on an ""edit point"", making it cumbersome to flip through a list of files (the quick way to do it, since XCode does not support Tabs, as in Eclipse).
Rob Keniger found a partial solution that he noted in another post:

""Hold down the option key while you click the forward/backward arrows ...""

But this requires fiddling with the mouse. Is there any way to do it with the keyboard only?
** EDIT **
The answer for 3.2.3 does not work on modern Xcode.  Use the Xcode 4.4+ answer.
"
682272,15614.0,2009-03-25 16:02:53+00:00,682260,148,"Php has an inbuilt JSON Serialising function.
json_encode

json_encode
Please use that if you can and don't suffer Not Invented Here syndrome.
",682260,78026.0,2009-03-25 16:00:47+00:00,,88,Returning JSON from PHP to JavaScript?,"I have a PHP script that's being called through jQuery AJAX. I want the PHP script to return the data in JSON format to the javascript. Here's the pseudo code in the PHP script:
$json = ""{"";
foreach($result as $addr)
{
    foreach($addr as $line)
    {
    	$json .= $line . ""\n"";
    }
    $json .= ""\n\n"";
}
$json .= ""}"";

Basically, I need the results of the two for loops to be inserted in $json.
"
7515236,39430.0,2011-09-22 13:08:33+00:00,7515110,80,"You can do this with SSMS.
1 - Right-click your database in Object Explorer.
2 - Select Tasks/Generate Scripts...
3 - On the Set Scripting Options page, click the Advanced button and make sure Types of data to script is set to Data only.    
The resulting script will have a USE DATABASE statement at the top. Change this to the database you would like to insert the data into.
",7515110,706293.0,2011-09-22 12:59:00+00:00,,39,Create SQL INSERT Script with values gathered from table,"I need to create a INSERT script in order to insert in another database the same data. If in SQL Server I select ""Script table as > INSERT To"" I can easily recreate the skeleton for the INSERT statement. However since I have several records to migrate, I would prefer to avoid having to insert the values manually.
Therefore is there any way to ""automatically"" get the INSERT script with also the values (coming from the target table) filled in? 
I know this could be done with SSIS, but I am wondering whether it would be possible as well with a quicker solution.
"
4366743,14690.0,2010-12-06 13:15:31+00:00,4366730,191,"Use strpos function:
if (strpos($a, 'are') !== false)
    echo 'true';

",4366730,495452.0,2010-12-06 13:14:05+00:00,,1760,How to check if a string contains a specific word in PHP?,"Consider:
$a = 'How are you?';

if ($a contains 'are')
    echo 'true';

Suppose I have the code above, what is the correct way to write the statement if ($a contains 'are')?
"
5956406,107415.0,2011-05-10 20:58:22+00:00,5954690,55,"This is an error that occurs when two different versions of the model have been loaded. I used to hit it in an older version of Rails 3, since the development environment's model reloader was slightly glitched. The numbers after the class name refer to different versions of the class.
It stands to reason that this sort of error might come up in development mode, but it shouldn't in test mode, because, by default, classes are cached. See the config/environments/test.rb file to ensure that cache_classes is set to true.
Also check that you're on the latest version of Rails, 3.0.7. This may be a bug that has since been fixed. While we're at it, check that you're on factory_girl 1.3.3. When using the API totally correctly, which I think you're doing, the only possibilities left are that something is misconfigured or that it's a bug in someone else's code.
",5954690,166229.0,2011-05-10 18:31:13+00:00,,27,Strange ActiveRecord::AssociationTypeMismatch,"I am getting a very strange error when running a spec:
Failure/Error: entity = Factory.create(:entity, :name => ""Test Entity"", :creator => user)
 ActiveRecord::AssociationTypeMismatch:
   ::User(#97318850) expected, got User(#92770800)

This is the code that results in the above error. Factory is a factory_girl factory.
  user = Factory(:user, :username => ""kai"", :email => ""xxx@yyy.com"", :password => ""testing"")
  entity = Factory.create(:entity, :name => ""Test Entity"", :creator => user)

When I use :creator => User.first then everything works as expected. I printed out User.first and user, but see no difference.
Any suggestions what the heck is wrong here?
Update
I also got this error when running this simple request spec
describe ""Entities"" do
  it ""should succeed"" do
    entity = Factory.create(:entity, :name => ""Test Entity 1"")
    visit root_path
  end

  it ""should also succeed"" do
    entity = Factory.create(:entity, :name => ""Test Entity 2"")
    property = Factory.create(:property, :entity => entity)
  end
end

This time I get
Failure/Error: property = Factory.create(:property, :entity => entity)
 ActiveRecord::AssociationTypeMismatch:
   Entity(#103620190) expected, got Entity(#96047070)

when I delete visit root_path everything works fine (also when running each spec on its own). It just seems to be a problem for request specs. The other specs (model, controller) seems to run fine. I use Capybara 1.0.0.beta1 and RSpec 2.5.
What does this number behind the class name mean?
"
174937,24795.0,2008-10-06 16:06:42+00:00,174560,129,"I recommend using type instead of classifier.  It tells Maven a bit more explicitly what you are doing (and I've found that m2eclipse and q4e both like it better).
<dependency>
  <groupId>com.myco.app</groupId>
  <artifactId>foo</artifactId>
  <version>1.0-SNAPSHOT</version>
  <type>test-jar</type>
  <scope>test</scope>
</dependency>

",174560,12880.0,2008-10-06 14:38:27+00:00,,129,Sharing Test code in Maven,"How can you depend on test code from another module in Maven?  
Example, I have 2 modules:

Base
Main

I would like a test case in Main to extend a base test class in Base.  Is this possible?
Update: Found an acceptable answer, which involves creating a test jar.
"
